14012 0.0  ASP --> ing
1 0.0  JJ --> peaceful
1 0.0  JJ --> peanut
1 0.0  JJ --> permanent
1 0.0  JJ --> persistent
1 0.0  JJ --> pineapple
1 0.0  JJ --> plaid
1 0.0  JJ --> play
1 0.0  JJ --> playpen
1 0.0  JJ --> poison
1 0.0  JJ --> polka
1 0.0  JJ --> pony
1 0.0  JJ --> positive
1 0.0  JJ --> possessive
1 0.0  JJ --> powerful
1 0.0  JJ --> prehistoric
1 0.0  JJ --> preschool
1 0.0  JJ --> previous
1 0.0  JJ --> priceless
1 0.0  JJ --> prickly
1 0.0  JJ --> private
1 0.0  JJ --> probable
1 0.0  JJ --> proper
1 0.0  JJ --> pushy
1 0.0  JJ --> quacky
1 0.0  JJ --> rapid
1 0.0  JJ --> realistic
1 0.0  JJ --> really
1 0.0  JJ --> receptive
1 0.0  JJ --> recognizable
1 0.0  JJ --> responsible
1 0.0  JJ --> restless
1 0.0  JJ --> reverse
1 0.0  JJ --> ridiculous
1 0.0  JJ --> ripe
1 0.0  JJ --> rock_a_bye
1 0.0  JJ --> rollercoaster
1 0.0  JJ --> roman
1 0.0  JJ --> rose
1 0.0  JJ --> rowdy
1 0.0  JJ --> rude
1 0.0  JJ --> runaway
1 0.0  JJ --> saggy
1 0.0  JJ --> school
1 0.0  JJ --> scrawny
1 0.0  JJ --> scrumptious
1 0.0  JJ --> sea
1 0.0  JJ --> seedless
1 0.0  JJ --> senior
1 0.0  JJ --> sensible
1 0.0  JJ --> sensitive
1 0.0  JJ --> septic
1 0.0  JJ --> seventh
1 0.0  JJ --> shnuggle
1 0.0  JJ --> siamese
1 0.0  JJ --> side
1 0.0  JJ --> silky
1 0.0  JJ --> sister
1 0.0  JJ --> skee
1 0.0  JJ --> slim
1 0.0  JJ --> slimy
1 0.0  JJ --> slobbery
1 0.0  JJ --> slobby
1 0.0  JJ --> sloppy
1 0.0  JJ --> smelly
1 0.0  JJ --> smoky
1 0.0  JJ --> snappy
1 0.0  JJ --> sneezy
1 0.0  JJ --> snow
1 0.0  JJ --> snowy
1 0.0  JJ --> soap
1 0.0  JJ --> solid
1 0.0  JJ --> soluble
1 0.0  JJ --> sound
1 0.0  JJ --> soupy
1 0.0  JJ --> southern
1 0.0  JJ --> specific
1 0.0  JJ --> spotty
1 0.0  JJ --> spring
1 0.0  JJ --> squeak
1 0.0  JJ --> squeezy
1 0.0  JJ --> stable
1 0.0  JJ --> standard
1 0.0  JJ --> steady
1 0.0  JJ --> steep
1 0.0  JJ --> stone
1 0.0  JJ --> stop
1 0.0  JJ --> strawberry
1 0.0  JJ --> street
1 0.0  JJ --> sturdy
1 0.0  JJ --> successful
1 0.0  JJ --> summer
1 0.0  JJ --> supercalifragilisticexpialidocious
1 0.0  JJ --> surprise
1 0.0  JJ --> swedish
1 0.0  JJ --> sweety
1 0.0  JJ --> symbolic
1 0.0  JJ --> tagalong
1 0.0  JJ --> tail
1 0.0  JJ --> taller
1 0.0  JJ --> tame
1 0.0  JJ --> tan
1 0.0  JJ --> tempermental
1 0.0  JJ --> tender
1 0.0  JJ --> tenth
1 0.0  JJ --> thankful
1 0.0  JJ --> theo
1 0.0  JJ --> tickle
1 0.0  JJ --> tinker
1 0.0  JJ --> tippie
1 0.0  JJ --> together
1 0.0  JJ --> tomato
1 0.0  JJ --> total
1 0.0  JJ --> tralala
1 0.0  JJ --> tribal
1 0.0  JJ --> tricycle
1 0.0  JJ --> tummy
1 0.0  JJ --> tuna
1 0.0  JJ --> two
1 0.0  JJ --> unhealthy
1 0.0  JJ --> untrue
1 0.0  JJ --> uppity
1 0.0  JJ --> upright
1 0.0  JJ --> useful
1 0.0  JJ --> vegetable
1 0.0  JJ --> vicious
1 0.0  JJ --> wax
1 0.0  JJ --> wheelbarrow
1 0.0  JJ --> wilda
1 0.0  JJ --> winter
1 0.0  JJ --> woolly
1 0.0  JJ --> wound
1 0.0  JJ --> wrangler
1 0.0  JJ --> wriggly
1 0.0  JJ --> wrinkly
1 0.0  JJ --> yesh
1 0.0  JJ --> yicky
1 0.0  JJ --> yogurt
987 0.0  JJR --> more
180 0.0  JJR --> better
113 0.0  JJR --> bigger
32 0.0  JJR --> easier
24 0.0  JJR --> older
19 0.0  JJR --> smaller
13 0.0  JJR --> taller
13 0.0  JJR --> worse
12 0.0  JJR --> littler
11 0.0  JJR --> longer
9 0.0  JJR --> higher
8 0.0  JJR --> louder
8 0.0  JJR --> lower
6 0.0  JJR --> closer
6 0.0  JJR --> happier
5 0.0  JJR --> nicer
5 0.0  JJR --> shorter
5 0.0  JJR --> younger
4 0.0  JJR --> wider
3 0.0  JJR --> darker
3 0.0  JJR --> less
3 0.0  JJR --> prettier
2 0.0  JJR --> cheaper
2 0.0  JJR --> cooler
2 0.0  JJR --> faster
2 0.0  JJR --> harder
2 0.0  JJR --> newer
2 0.0  JJR --> quieter
1 0.0  JJR --> crazier
1 0.0  JJR --> dirtier
1 0.0  JJR --> friendlier
1 0.0  JJR --> fuller
1 0.0  JJR --> funniest
1 0.0  JJR --> gentler
1 0.0  JJR --> heavier
1 0.0  JJR --> hotter
1 0.0  JJR --> larger
1 0.0  JJR --> mores
1 0.0  JJR --> slower
1 0.0  JJR --> smarter
1 0.0  JJR --> softer
1 0.0  JJR --> stronger
1 0.0  JJR --> tastier
1 0.0  JJR --> tighter
1 0.0  JJR --> warmer
40 0.0  JJS --> best
31 0.0  JJS --> biggest
21 0.0  JJS --> most
15 0.0  JJS --> least
4 0.0  JJS --> easiest
4 0.0  JJS --> newest
3 0.0  JJS --> cutest
3 0.0  JJS --> funniest
3 0.0  JJS --> lowest
3 0.0  JJS --> prettiest
3 0.0  JJS --> smallest
3 0.0  JJS --> worst
2 0.0  JJS --> cleanest
2 0.0  JJS --> dirtiest
2 0.0  JJS --> lightest
2 0.0  JJS --> littlest
2 0.0  JJS --> saddest
2 0.0  JJS --> stubbornest
2 0.0  JJS --> tiniest
1 0.0  JJS --> brightest
1 0.0  JJS --> closest
1 0.0  JJS --> earliest
1 0.0  JJS --> fastest
1 0.0  JJS --> freshest
1 0.0  JJS --> hardest
1 0.0  JJS --> highest
1 0.0  JJS --> longest
1 0.0  JJS --> neatest
1 0.0  JJS --> nerdiest
1 0.0  JJS --> nicest
1 0.0  JJS --> noisiest
1 0.0  JJS --> sleepiest
1 0.0  JJS --> strangest
1 0.0  JJS --> ugliest
1 0.0  JJS --> vaguest
1 0.0  JJS --> waist
1 0.0  JJS --> youngest
1 0.0  JJS --> yummiest
4276 0.0  MD --> can
2561 0.0  MD --> 'll
1332 0.0  MD --> would
744 0.0  MD --> shall
726 0.0  MD --> will
620 0.0  MD --> could
596 0.0  MD --> should
425 0.0  MD --> 'd
295 0.0  MD --> must
231 0.0  MD --> might
228 0.0  MD --> may
88 0.0  MD --> ca
35 0.0  MD --> wo
2 0.0  MD --> need
1 0.0  MD --> woulda
13319 0.0  NN --> that
3133 0.0  NN --> this
2754 0.0  NN --> one
1141 0.0  NN --> baby
948 0.0  NN --> house
875 0.0  NN --> thing
820 0.0  NN --> there
811 0.0  NN --> time
810 0.0  NN --> something
797 0.0  NN --> name
766 0.0  NN --> boy
764 0.0  NN --> kind
761 0.0  NN --> book
724 0.0  NN --> color
718 0.0  NN --> girl
663 0.0  NN --> dog
634 0.0  NN --> car
627 0.0  NN --> hand
584 0.0  NN --> school
571 0.0  NN --> way
511 0.0  NN --> picture
510 0.0  NN --> head
510 0.0  NN --> toy
493 0.0  NN --> animal
482 0.0  NN --> water
465 0.0  NN --> hair
443 0.0  NN --> lot
427 0.0  NN --> here
419 0.0  NN --> bed
407 0.0  NN --> day
405 0.0  NN --> mouth
393 0.0  NN --> box
393 0.0  NN --> piece
391 0.0  NN --> eye
385 0.0  NN --> minute
382 0.0  NN --> milk
373 0.0  NN --> finger
373 0.0  NN --> table
372 0.0  NN --> cup
370 0.0  NN --> dolly
367 0.0  NN --> doll
366 0.0  NN --> horse
352 0.0  NN --> birthday
352 0.0  NN --> truck
351 0.0  NN --> paper
349 0.0  NN --> man
340 0.0  NN --> kitty
335 0.0  NN --> bird
327 0.0  NN --> top
326 0.0  NN --> train
323 0.0  NN --> chair
316 0.0  NN --> ball
313 0.0  NN --> shoe
312 0.0  NN --> duck
309 0.0  NN --> hat
307 0.0  NN --> nose
302 0.0  NN --> fish
298 0.0  NN --> story
296 0.0  NN --> door
295 0.0  NN --> mommy
291 0.0  NN --> floor
289 0.0  NN --> night
288 0.0  NN --> lady
284 0.0  NN --> anything
283 0.0  NN --> part
277 0.0  NN --> lunch
276 0.0  NN --> food
275 0.0  NN --> some
267 0.0  NN --> bear
263 0.0  NN --> beach
262 0.0  NN --> bag
262 0.0  NN --> morning
258 0.0  NN --> elephant
256 0.0  NN --> room
256 0.0  NN --> tree
253 0.0  NN --> monkey
244 0.0  NN --> home
241 0.0  NN --> dress
240 0.0  NN --> tea
235 0.0  NN --> boat
232 0.0  NN --> letter
229 0.0  NN --> week
224 0.0  NN --> face
220 0.0  NN --> rabbit
218 0.0  NN --> guy
218 0.0  NN --> matter
217 0.0  NN --> bit
215 0.0  NN --> leg
215 0.0  NN --> mother
212 0.0  NN --> cat
211 0.0  NN --> juice
211 0.0  NN --> zoo
207 0.0  NN --> coffee
205 0.0  NN --> everything
205 0.0  NN --> light
204 0.0  NN --> cow
200 0.0  NN --> bunny
200 0.0  NN --> egg
199 0.0  NN --> supper
195 0.0  NN --> cookie
195 0.0  NN --> friend
194 0.0  NN --> hole
192 0.0  NN --> cake
191 0.0  NN --> pencil
190 0.0  NN --> party
189 0.0  NN --> song
189 0.0  NN --> spoon
188 0.0  NN --> job
188 0.0  NN --> store
188 0.0  NN --> today
187 0.0  NN --> arm
187 0.0  NN --> present
187 0.0  NN --> side
185 0.0  NN --> horsie
184 0.0  NN --> place
182 0.0  NN --> chicken
181 0.0  NN --> year
180 0.0  NN --> block
180 0.0  NN --> lion
178 0.0  NN --> tail
174 0.0  NN --> ear
174 0.0  NN --> mouse
171 0.0  NN --> cheese
169 0.0  NN --> bus
169 0.0  NN --> foot
166 0.0  NN --> tape
165 0.0  NN --> honey
163 0.0  NN --> daddy
159 0.0  NN --> kid
155 0.0  NN --> bottle
154 0.0  NN --> stuff
153 0.0  NN --> flower
151 0.0  NN --> doggy
151 0.0  NN --> window
150 0.0  NN --> goodness
149 0.0  NN --> somebody
146 0.0  NN --> money
143 0.0  NN --> button
142 0.0  NN --> blanket
142 0.0  NN --> game
142 0.0  NN --> puzzle
141 0.0  NN --> airplane
140 0.0  NN --> idea
137 0.0  NN --> doggie
137 0.0  NN --> fun
137 0.0  NN --> plate
134 0.0  NN --> butter
134 0.0  NN --> sock
133 0.0  NN --> card
131 0.0  NN --> front
129 0.0  NN --> kitchen
128 0.0  NN --> back
127 0.0  NN --> everybody
127 0.0  NN --> sandwich
127 0.0  NN --> word
126 0.0  NN --> cream
125 0.0  NN --> park
124 0.0  NN --> child
124 0.0  NN --> shirt
123 0.0  NN --> nap
122 0.0  NN --> ride
121 0.0  NN --> diaper
121 0.0  NN --> toe
120 0.0  NN --> end
119 0.0  NN --> bread
119 0.0  NN --> nothing
118 0.0  NN --> bug
116 0.0  NN --> apple
116 0.0  NN --> noise
114 0.0  NN --> crayon
114 0.0  NN --> page
112 0.0  NN --> brother
111 0.0  NN --> doctor
109 0.0  NN --> soup
107 0.0  NN --> balloon
106 0.0  NN --> dear
105 0.0  NN --> tiger
104 0.0  NN --> wheel
103 0.0  NN --> basket
102 0.0  NN --> mirror
102 0.0  NN --> number
102 0.0  NN --> while
101 0.0  NN --> cereal
100 0.0  NN --> fire
99 0.0  NN --> telephone
99 0.0  NN --> tomorrow
98 0.0  NN --> breakfast
97 0.0  NN --> ice
97 0.0  NN --> sugar
96 0.0  NN --> bath
96 0.0  NN --> rest
95 0.0  NN --> corn
94 0.0  NN --> barn
94 0.0  NN --> porcupine
94 0.0  NN --> turn
93 0.0  NN --> road
93 0.0  NN --> work
92 0.0  NN --> seat
92 0.0  NN --> street
90 0.0  NN --> line
89 0.0  NN --> orange
89 0.0  NN --> stove
88 0.0  NN --> circus
87 0.0  NN --> bottom
87 0.0  NN --> turtle
86 0.0  NN --> drink
85 0.0  NN --> roof
84 0.0  NN --> hug
83 0.0  NN --> bowl
83 0.0  NN --> teacher
82 0.0  NN --> air
81 0.0  NN --> dish
80 0.0  NN --> puppet
79 0.0  NN --> potato
79 0.0  NN --> sand
78 0.0  NN --> cracker
78 0.0  NN --> snake
77 0.0  NN --> farm
77 0.0  NN --> napkin
77 0.0  NN --> pot
77 0.0  NN --> refrigerator
76 0.0  NN --> dinner
76 0.0  NN --> other
76 0.0  NN --> pajama
75 0.0  NN --> bathroom
75 0.0  NN --> carriage
75 0.0  NN --> mess
74 0.0  NN --> stool
74 0.0  NN --> sweetie
73 0.0  NN --> circle
73 0.0  NN --> crib
73 0.0  NN --> kangaroo
73 0.0  NN --> neck
73 0.0  NN --> stick
72 0.0  NN --> bite
72 0.0  NN --> glass
71 0.0  NN --> pipe
70 0.0  NN --> penny
70 0.0  NN --> tummy
70 0.0  NN --> tv
69 0.0  NN --> bike
69 0.0  NN --> candy
69 0.0  NN --> coat
69 0.0  NN --> summer
69 0.0  NN --> wagon
68 0.0  NN --> hour
67 0.0  NN --> anybody
67 0.0  NN --> banana
67 0.0  NN --> bicycle
67 0.0  NN --> bubble
67 0.0  NN --> candle
67 0.0  NN --> grape
67 0.0  NN --> kiss
67 0.0  NN --> someone
66 0.0  NN --> fork
66 0.0  NN --> phone
66 0.0  NN --> wall
65 0.0  NN --> bathtub
65 0.0  NN --> couch
65 0.0  NN --> lap
65 0.0  NN --> meat
64 0.0  NN --> cousin
64 0.0  NN --> dinosaur
64 0.0  NN --> dollie
64 0.0  NN --> fishie
64 0.0  NN --> problem
64 0.0  NN --> pumpkin
64 0.0  NN --> sister
63 0.0  NN --> carrot
63 0.0  NN --> clay
63 0.0  NN --> clown
63 0.0  NN --> knee
63 0.0  NN --> snow
63 0.0  NN --> those
63 0.0  NN --> zebra
62 0.0  NN --> any
62 0.0  NN --> grass
62 0.0  NN --> mama
62 0.0  NN --> pillow
62 0.0  NN --> ribbon
62 0.0  NN --> witch
61 0.0  NN --> half
61 0.0  NN --> peanut
61 0.0  NN --> slide
61 0.0  NN --> valentine
61 0.0  NN --> yesterday
60 0.0  NN --> battery
60 0.0  NN --> cold
60 0.0  NN --> father
60 0.0  NN --> middle
60 0.0  NN --> monster
60 0.0  NN --> salad
59 0.0  NN --> goat
59 0.0  NN --> jacket
59 0.0  NN --> splinter
59 0.0  NN --> trouble
59 0.0  NN --> umbrella
58 0.0  NN --> bean
58 0.0  NN --> pen
58 0.0  NN --> rice
58 0.0  NN --> yard
57 0.0  NN --> all
57 0.0  NN --> boot
57 0.0  NN --> couple
57 0.0  NN --> movie
56 0.0  NN --> can
56 0.0  NN --> dessert
56 0.0  NN --> key
55 0.0  NN --> birdie
55 0.0  NN --> engine
55 0.0  NN --> frog
55 0.0  NN --> machine
55 0.0  NN --> pin
55 0.0  NN --> shape
55 0.0  NN --> sky
55 0.0  NN --> sun
55 0.0  NN --> swing
55 0.0  NN --> tapioca
54 0.0  NN --> dance
54 0.0  NN --> giraffe
53 0.0  NN --> alligator
53 0.0  NN --> cement
53 0.0  NN --> dollar
53 0.0  NN --> pea
53 0.0  NN --> slipper
53 0.0  NN --> tongue
53 0.0  NN --> whale
52 0.0  NN --> care
52 0.0  NN --> medicine
52 0.0  NN --> pie
52 0.0  NN --> towel
51 0.0  NN --> fence
51 0.0  NN --> help
51 0.0  NN --> knife
51 0.0  NN --> sink
51 0.0  NN --> walk
50 0.0  NN --> bone
50 0.0  NN --> dirt
50 0.0  NN --> lamb
50 0.0  NN --> little
50 0.0  NN --> mister
50 0.0  NN --> nut
50 0.0  NN --> weekend
49 0.0  NN --> square
49 0.0  NN --> sweater
48 0.0  NN --> bang
48 0.0  NN --> chimney
48 0.0  NN --> family
48 0.0  NN --> plane
48 0.0  NN --> popsicle
48 0.0  NN --> snowman
48 0.0  NN --> space
48 0.0  NN --> vegetable
47 0.0  NN --> belly
47 0.0  NN --> ground
47 0.0  NN --> microphone
47 0.0  NN --> star
47 0.0  NN --> station
47 0.0  NN --> watch
46 0.0  NN --> month
46 0.0  NN --> soap
46 0.0  NN --> television
46 0.0  NN --> wood
45 0.0  NN --> bell
45 0.0  NN --> fruit
45 0.0  NN --> nurse
45 0.0  NN --> pool
45 0.0  NN --> seal
45 0.0  NN --> trunk
44 0.0  NN --> king
44 0.0  NN --> paint
44 0.0  NN --> pocket
44 0.0  NN --> salt
44 0.0  NN --> tomato
44 0.0  NN --> village
43 0.0  NN --> afternoon
43 0.0  NN --> board
43 0.0  NN --> clock
43 0.0  NN --> hamburger
43 0.0  NN --> music
43 0.0  NN --> puppy
43 0.0  NN --> recorder
43 0.0  NN --> wing
42 0.0  NN --> gum
42 0.0  NN --> sort
42 0.0  NN --> tractor
41 0.0  NN --> highchair
41 0.0  NN --> mixer
41 0.0  NN --> shelf
41 0.0  NN --> squirrel
41 0.0  NN --> teddy
40 0.0  NN --> fly
40 0.0  NN --> steak
39 0.0  NN --> church
39 0.0  NN --> enough
39 0.0  NN --> nobody
39 0.0  NN --> piano
39 0.0  NN --> picnic
39 0.0  NN --> queen
39 0.0  NN --> rug
39 0.0  NN --> second
39 0.0  NN --> track
38 0.0  NN --> butterfly
38 0.0  NN --> corner
38 0.0  NN --> garage
38 0.0  NN --> lobster
38 0.0  NN --> moon
38 0.0  NN --> record
38 0.0  NN --> show
38 0.0  NN --> spot
37 0.0  NN --> accident
37 0.0  NN --> brush
37 0.0  NN --> chocolate
37 0.0  NN --> curl
37 0.0  NN --> nail
37 0.0  NN --> owl
37 0.0  NN --> pad
37 0.0  NN --> quarter
37 0.0  NN --> rain
37 0.0  NN --> ring
37 0.0  NN --> tonight
36 0.0  NN --> cage
36 0.0  NN --> cent
36 0.0  NN --> comb
36 0.0  NN --> cover
36 0.0  NN --> guitar
36 0.0  NN --> oven
36 0.0  NN --> vacation
35 0.0  NN --> band
35 0.0  NN --> noodle
35 0.0  NN --> person
35 0.0  NN --> sheep
35 0.0  NN --> these
35 0.0  NN --> tire
35 0.0  NN --> trick
34 0.0  NN --> barrel
34 0.0  NN --> ketchup
34 0.0  NN --> skirt
34 0.0  NN --> thumb
34 0.0  NN --> wolf
33 0.0  NN --> bib
33 0.0  NN --> broom
33 0.0  NN --> drawer
33 0.0  NN --> horn
33 0.0  NN --> lettuce
33 0.0  NN --> red
32 0.0  NN --> blue
32 0.0  NN --> bump
32 0.0  NN --> daughter
32 0.0  NN --> fingernail
32 0.0  NN --> penguin
32 0.0  NN --> reindeer
32 0.0  NN --> rock
32 0.0  NN --> rope
32 0.0  NN --> sleep
31 0.0  NN --> chin
31 0.0  NN --> city
31 0.0  NN --> closet
31 0.0  NN --> costume
31 0.0  NN --> cowboy
31 0.0  NN --> favorite
31 0.0  NN --> garden
31 0.0  NN --> secret
31 0.0  NN --> shovel
31 0.0  NN --> sneaker
30 0.0  NN --> celery
30 0.0  NN --> fellow
30 0.0  NN --> pancake
30 0.0  NN --> rooster
30 0.0  NN --> same
30 0.0  NN --> screw
30 0.0  NN --> set
30 0.0  NN --> sound
29 0.0  NN --> cube
29 0.0  NN --> hammer
29 0.0  NN --> nursery
29 0.0  NN --> papa
29 0.0  NN --> radio
29 0.0  NN --> rubber
29 0.0  NN --> size
29 0.0  NN --> step
29 0.0  NN --> teapot
29 0.0  NN --> trip
28 0.0  NN --> bead
28 0.0  NN --> bedroom
28 0.0  NN --> bridge
28 0.0  NN --> cheek
28 0.0  NN --> dream
28 0.0  NN --> fox
28 0.0  NN --> hedgehog
28 0.0  NN --> hurt
28 0.0  NN --> magnet
28 0.0  NN --> mail
28 0.0  NN --> pair
28 0.0  NN --> tower
28 0.0  NN --> tray
28 0.0  NN --> vitamin
27 0.0  NN --> buddy
27 0.0  NN --> building
27 0.0  NN --> cord
27 0.0  NN --> donkey
27 0.0  NN --> drum
27 0.0  NN --> gas
27 0.0  NN --> macaroni
27 0.0  NN --> mistake
27 0.0  NN --> spider
27 0.0  NN --> strawberry
26 0.0  NN --> bandaid
26 0.0  NN --> driver
26 0.0  NN --> gun
26 0.0  NN --> helicopter
26 0.0  NN --> hook
26 0.0  NN --> lollipop
26 0.0  NN --> nest
26 0.0  NN --> plastic
26 0.0  NN --> play
26 0.0  NN --> poodle
26 0.0  NN --> shark
26 0.0  NN --> stripe
26 0.0  NN --> suit
26 0.0  NN --> tent
26 0.0  NN --> worm
25 0.0  NN --> aquarium
25 0.0  NN --> bank
25 0.0  NN --> bunch
25 0.0  NN --> cob
25 0.0  NN --> difference
25 0.0  NN --> handle
25 0.0  NN --> hay
25 0.0  NN --> mom
25 0.0  NN --> much
25 0.0  NN --> pony
25 0.0  NN --> powder
25 0.0  NN --> restaurant
25 0.0  NN --> snack
24 0.0  NN --> beard
24 0.0  NN --> case
24 0.0  NN --> dolphin
24 0.0  NN --> everyone
24 0.0  NN --> gorilla
24 0.0  NN --> package
24 0.0  NN --> question
24 0.0  NN --> shell
24 0.0  NN --> woman
23 0.0  NN --> alphabet
23 0.0  NN --> bee
23 0.0  NN --> blouse
23 0.0  NN --> cotton
23 0.0  NN --> country
23 0.0  NN --> dump
23 0.0  NN --> eyebrow
23 0.0  NN --> furniture
23 0.0  NN --> green
23 0.0  NN --> kitten
23 0.0  NN --> knot
23 0.0  NN --> mailman
23 0.0  NN --> mud
23 0.0  NN --> ocean
23 0.0  NN --> pail
23 0.0  NN --> pan
23 0.0  NN --> row
23 0.0  NN --> sign
23 0.0  NN --> tinkertoy
23 0.0  NN --> triangle
23 0.0  NN --> whistle
23 0.0  NN --> winter
23 0.0  NN --> wrist
23 0.0  NN --> yellow
22 0.0  NN --> castle
22 0.0  NN --> course
22 0.0  NN --> cricket
22 0.0  NN --> eggnog
22 0.0  NN --> farmer
22 0.0  NN --> investigator
22 0.0  NN --> ladybug
22 0.0  NN --> mask
22 0.0  NN --> mind
22 0.0  NN --> necklace
22 0.0  NN --> needle
22 0.0  NN --> pigtail
22 0.0  NN --> pill
22 0.0  NN --> ponytail
22 0.0  NN --> quart
22 0.0  NN --> river
22 0.0  NN --> suitcase
22 0.0  NN --> trash
22 0.0  NN --> world
21 0.0  NN --> bow
21 0.0  NN --> class
21 0.0  NN --> earring
21 0.0  NN --> garbage
21 0.0  NN --> germ
21 0.0  NN --> heart
21 0.0  NN --> heaven
21 0.0  NN --> hippopotamus
21 0.0  NN --> jump
21 0.0  NN --> motor
21 0.0  NN --> mountain
21 0.0  NN --> pepper
21 0.0  NN --> pocketbook
21 0.0  NN --> princess
21 0.0  NN --> saucer
21 0.0  NN --> shot
21 0.0  NN --> sidewalk
21 0.0  NN --> soldier
21 0.0  NN --> town
20 0.0  NN --> belt
20 0.0  NN --> bookcase
20 0.0  NN --> change
20 0.0  NN --> cigarette
20 0.0  NN --> counter
20 0.0  NN --> deer
20 0.0  NN --> fan
20 0.0  NN --> jello
20 0.0  NN --> llama
20 0.0  NN --> marble
20 0.0  NN --> motorcycle
20 0.0  NN --> panda
20 0.0  NN --> pig
20 0.0  NN --> pile
20 0.0  NN --> policeman
20 0.0  NN --> smoke
20 0.0  NN --> study
20 0.0  NN --> syrup
19 0.0  NN --> banjo
19 0.0  NN --> blood
19 0.0  NN --> cleaner
19 0.0  NN --> collie
19 0.0  NN --> ginger
19 0.0  NN --> glove
19 0.0  NN --> leave
19 0.0  NN --> lemon
19 0.0  NN --> lid
19 0.0  NN --> muscle
19 0.0  NN --> mustache
19 0.0  NN --> pineapple
19 0.0  NN --> player
19 0.0  NN --> pole
19 0.0  NN --> roller
19 0.0  NN --> seesaw
19 0.0  NN --> skin
19 0.0  NN --> sticker
19 0.0  NN --> tooth
18 0.0  NN --> beer
18 0.0  NN --> both
18 0.0  NN --> chalk
18 0.0  NN --> chest
18 0.0  NN --> dime
18 0.0  NN --> dragon
18 0.0  NN --> fair
18 0.0  NN --> hill
18 0.0  NN --> hospital
18 0.0  NN --> kindergarten
18 0.0  NN --> lake
18 0.0  NN --> look
18 0.0  NN --> pear
18 0.0  NN --> peekaboo
18 0.0  NN --> porch
18 0.0  NN --> shampoo
18 0.0  NN --> shop
18 0.0  NN --> sleeve
18 0.0  NN --> tissue
18 0.0  NN --> wave
18 0.0  NN --> wax
18 0.0  NN --> wire
17 0.0  NN --> bat
17 0.0  NN --> byebye
17 0.0  NN --> cartoon
17 0.0  NN --> chop
17 0.0  NN --> cloth
17 0.0  NN --> company
17 0.0  NN --> crab
17 0.0  NN --> curtain
17 0.0  NN --> cutie
17 0.0  NN --> direction
17 0.0  NN --> dot
17 0.0  NN --> forest
17 0.0  NN --> goose
17 0.0  NN --> grandma
17 0.0  NN --> hopperoo
17 0.0  NN --> ink
17 0.0  NN --> jammie
17 0.0  NN --> jeep
17 0.0  NN --> kite
17 0.0  NN --> laundry
17 0.0  NN --> moment
17 0.0  NN --> muffin
17 0.0  NN --> pizza
17 0.0  NN --> sailboat
17 0.0  NN --> sale
17 0.0  NN --> soda
17 0.0  NN --> tag
17 0.0  NN --> tub
17 0.0  NN --> tunnel
17 0.0  NN --> wind
16 0.0  NN --> ale
16 0.0  NN --> anyone
16 0.0  NN --> baseball
16 0.0  NN --> basement
16 0.0  NN --> briefcase
16 0.0  NN --> bucket
16 0.0  NN --> cart
16 0.0  NN --> cut
16 0.0  NN --> drop
16 0.0  NN --> dryer
16 0.0  NN --> elbow
16 0.0  NN --> exercise
16 0.0  NN --> five
16 0.0  NN --> gate
16 0.0  NN --> giant
16 0.0  NN --> glue
16 0.0  NN --> haircut
16 0.0  NN --> hose
16 0.0  NN --> icecream
16 0.0  NN --> ladder
16 0.0  NN --> nightgown
16 0.0  NN --> onion
16 0.0  NN --> peach
16 0.0  NN --> propeller
16 0.0  NN --> rhinoceros
16 0.0  NN --> scratch
16 0.0  NN --> snail
16 0.0  NN --> surprise
16 0.0  NN --> talk
16 0.0  NN --> toilet
16 0.0  NN --> two
15 0.0  NN --> bacon
15 0.0  NN --> camel
15 0.0  NN --> cane
15 0.0  NN --> claw
15 0.0  NN --> cloud
15 0.0  NN --> cottage
15 0.0  NN --> diet
15 0.0  NN --> ducky
15 0.0  NN --> grandmother
15 0.0  NN --> hamper
15 0.0  NN --> jam
15 0.0  NN --> jar
15 0.0  NN --> kleenex
15 0.0  NN --> knob
15 0.0  NN --> lesson
15 0.0  NN --> match
15 0.0  NN --> pantie
15 0.0  NN --> parade
15 0.0  NN --> pilot
15 0.0  NN --> point
15 0.0  NN --> pound
15 0.0  NN --> prize
15 0.0  NN --> race
15 0.0  NN --> razor
15 0.0  NN --> roll
15 0.0  NN --> son
15 0.0  NN --> spaghetti
15 0.0  NN --> spinach
15 0.0  NN --> stone
15 0.0  NN --> toast
15 0.0  NN --> tonic
15 0.0  NN --> turkey
14 0.0  NN --> answer
14 0.0  NN --> bar
14 0.0  NN --> body
14 0.0  NN --> carpet
14 0.0  NN --> clam
14 0.0  NN --> desk
14 0.0  NN --> envelope
14 0.0  NN --> ghost
14 0.0  NN --> girlfriend
14 0.0  NN --> grownup
14 0.0  NN --> headband
14 0.0  NN --> heat
14 0.0  NN --> lipstick
14 0.0  NN --> list
14 0.0  NN --> log
14 0.0  NN --> love
14 0.0  NN --> mane
14 0.0  NN --> metal
14 0.0  NN --> nipple
14 0.0  NN --> pajamas
14 0.0  NN --> pal
14 0.0  NN --> pickle
14 0.0  NN --> purse
14 0.0  NN --> sake
14 0.0  NN --> sea
14 0.0  NN --> seed
14 0.0  NN --> shadow
14 0.0  NN --> ship
14 0.0  NN --> somersault
14 0.0  NN --> state
14 0.0  NN --> stethoscope
